Hashtags,Fecha,Texto,Usuario,Followers,Respuestas,Retweets,Likes,Citados,Vistas,Idioma
['8M2023'],2023-03-08 06:18:13+00:00,"HARTA DE AVISAR QUE LLEGUÉ VIVA. #8M2023 

Si me ven en la marcha me dan un abrazo 💜 https://t.co/rfh8KS0sdk",NicolePerera,5280,1,14,305,0,13425.0,es
"['ParidadPorLey', '8M2023']",2023-03-08 15:32:11+00:00,"Begoña y yo hemos compartido un café con @monicachaoj, @luisagarcia, @tparejon y Ángela Pérez, cuatro mujeres que han roto el techo de cristal.

Que lo que todavía es una excepción se convierta en un derecho.

Gracias a la #ParidadPorLey, garantizamos la igualdad real. 

#8M2023 https://t.co/Cn3LurAYik",sanchezcastejon,1752344,1420,588,1730,199,337800.0,es
"['Fuedicho', '8deMarzo', 'DiadelaMujer']",2023-03-09 06:00:16+00:00,"""En la oscuridad, las cosas que nos rodean no parecen más reales que los sueños"".
Murasaki Shikibu
#Fuedicho #8deMarzo #DiadelaMujer https://t.co/hVAQ38I6iz",fuedicho,803359,0,34,144,0,14099.0,es
"['Fuedicho', '8deMarzo', 'DiaDeLaMujer']",2023-03-09 05:00:11+00:00,"""Hay un goce profundo y ardiente en pensar y admirar el mar"".
Gertrudis Gómez de Avellaneda
#Fuedicho #8deMarzo #DiaDeLaMujer https://t.co/FWy4uef9PA",fuedicho,803359,2,38,189,1,16127.0,es
"['Fuedicho', '8deMarzo', 'DiaDeLaMujer']",2023-03-09 04:00:12+00:00,"""Mi único país es mi memoria y no tiene himnos"".
Alejandra Pizarnik
#Fuedicho #8deMarzo #DiaDeLaMujer https://t.co/4uQb5zcUDA",fuedicho,803359,2,65,272,2,17426.0,es
"['Fuedicho', '8deMarzo', 'DiadelaMujer']",2023-03-09 03:00:15+00:00,"“La libertad es contagiosa, uno siempre quiere más”.
Yoani Sánchez
#Fuedicho #8deMarzo #DiadelaMujer https://t.co/qXBelHQfCJ",fuedicho,803360,3,42,193,0,16220.0,es
"['Fuedicho', '8deMarzo', 'DiadelaMujer']",2023-03-09 00:00:29+00:00,"""Me pinto a mí misma porque soy a quien mejor conozco"". 
Frida Kahlo
#Fuedicho #8deMarzo #DiadelaMujer https://t.co/y1vQgdov6Y",fuedicho,803361,5,98,495,5,23868.0,es
"['Fuedicho', '8demarzo', 'DiadelaMujer']",2023-03-08 23:00:21+00:00,"""No se le puede dar la mano a quien permanece con el puño cerrado"". 
Indira Gandhi
#Fuedicho
#8demarzo #DiadelaMujer https://t.co/8dbgQCdJrx",fuedicho,803361,11,753,2806,18,111285.0,es
"['Fuedicho', '8deMarzo', 'DiadelaMujer']",2023-03-08 22:01:34+00:00,"""Todos requerimos y queremos respeto, hombre o mujer, negro o blanco. Es nuestro derecho humano básico"".
Aretha Franklin
#Fuedicho 
#8deMarzo #DiadelaMujer https://t.co/yiIBULFNer",fuedicho,803355,7,296,1038,10,35575.0,es
"['Fuedicho', '8deMarzo', 'DiadelaMujer']",2023-03-08 21:00:57+00:00,"""No digas lo que piensas pero piensa lo que dices"".
Gabriela Mistral
#Fuedicho
#8deMarzo #DiadelaMujer https://t.co/czIWYdCz2I",fuedicho,803355,7,116,436,4,22797.0,es
"['Fuedicho', '8demarzo', 'DiadelaMujer']",2023-03-08 20:36:05+00:00,"“El éxito está en la vida que uno lleva, en cómo vive, cómo goza, cómo se integra, cómo disfruta de las pequeñas cosas”.
Laura Esquivel
#Fuedicho #8demarzo #DiadelaMujer https://t.co/nLBQlp4mmj",fuedicho,803356,2,68,240,1,25232.0,es
"['Fuedicho', '8deMarzo', 'DiadelaMujer']",2023-03-08 20:29:19+00:00,"“La envidia es una declaración de inferioridad”. 
Marlene Dietrich
#Fuedicho #8deMarzo #DiadelaMujer https://t.co/Xi54B3WTGy",fuedicho,803356,5,172,547,1,24134.0,es
"['Fuedicho', '8demarzo', 'DiadelaMujer']",2023-03-08 20:01:06+00:00,"""Estoy agradecida de ser mujer. Debo haber hecho algo grande en otra vida"". 
Maya Angelou
#Fuedicho #8demarzo #DiadelaMujer https://t.co/p8iPKEnUpT",fuedicho,803356,2,83,404,3,19559.0,es
"['Fuedicho', '8demarzo', 'DiadelaMujer']",2023-03-08 19:00:51+00:00,"""Mi madre me dijo que fuera una dama. Y para ella, eso significaba ser independiente"". 
Ruth Bader Ginsburg
#Fuedicho #8demarzo #DiadelaMujer https://t.co/Z0eP9TPBnt",fuedicho,803358,1,155,762,9,29961.0,es
"['Fuedicho', '8demarzo', 'DiadelaMujer']",2023-03-08 18:01:27+00:00,"""Aquellos que creen que el proteccionismo y el aislacionismo son la solución para los problemas del mundo cometen un grave error"".
Angela Merkel
#Fuedicho #8demarzo #DiadelaMujer https://t.co/TcLIzpa3jC",fuedicho,803359,3,42,164,0,15674.0,es
"['Fuedicho', '8demarzo', 'DiadelaMujer']",2023-03-08 17:01:05+00:00,"""La vida no es fácil para nadie; pero hay que tener perseverancia y, sobre todo, confianza en uno mismo. Es necesario creer que se está dotado para alguna cosa y que hay que alcanzarla, cueste lo que cueste"".
Marie Curie
#Fuedicho #8demarzo #DiadelaMujer https://t.co/L5NciX54Pi",fuedicho,803359,14,1067,3349,30,187430.0,es
"['Fuedicho', '8deMarzo', 'DiadelaMujer']",2023-03-08 16:02:27+00:00,"""Quien es feliz hará felices a los demás también"".
Ana Frank
#Fuedicho #8deMarzo #DiadelaMujer https://t.co/IGMOSiAfSQ",fuedicho,803360,1,226,977,4,28234.0,es
"['Fuedicho', '8deMarzo', 'DiadelaMujer']",2023-03-08 15:01:42+00:00,"""Cualquiera que sea la libertad por la que luchamos, debe ser una libertad basada en la igualdad"".
Judith Butler
#Fuedicho #8deMarzo #DiadelaMujer https://t.co/AA68b9lVzO",fuedicho,803362,6,111,310,3,23309.0,es
"['Fuedicho', '8deMarzo', 'DiadelaMujer']",2023-03-08 14:03:22+00:00,"“Nada te turbe, nada te espante, todo se pasa, Dios no se muda; la paciencia todo lo alcanza; quien a Dios tiene nada le falta: Sólo Dios basta”.
Santa Teresa de Jesús
#Fuedicho 
#8deMarzo #DiadelaMujer https://t.co/UIcWWNYnDL",fuedicho,803363,3,287,1210,4,47907.0,es
"['Fuedicho', '8deMarzo', 'DiaDeLaMujer']",2023-03-08 13:00:41+00:00,"""El nivel de civilización al que han llegado diversas sociedades humanas está en proporción a la independencia de que gozan las mujeres”.
Flora Tristán
#Fuedicho #8deMarzo #DiaDeLaMujer https://t.co/nW5oOQgJqQ",fuedicho,803362,2,101,293,2,20096.0,es
"['Fuedicho', '8deMarzo', 'DiadelaMujer']",2023-03-08 11:00:51+00:00,"""El que influye en el pensamiento de su tiempo, influye en todos los momentos que le siguen. Deja su opinión para la eternidad"".
Hipatia de Alejandria
#Fuedicho #8deMarzo #DiadelaMujer https://t.co/A5Y7iVWfl4",fuedicho,803366,2,152,493,3,29653.0,es
"['Fuedicho', '8deMarzo', 'DiadelaMujer']",2023-03-08 10:01:21+00:00,"""Una mujer debe ser dos cosas quien ella quiera y lo que ella quiera"".
Coco Chanel
#Fuedicho #8deMarzo #DiadelaMujer https://t.co/LcIytULsd6",fuedicho,803366,16,1061,4035,35,210279.0,es
"['Fuedicho', '8deMarzo', 'DiadelaMujer']",2023-03-08 09:00:54+00:00,"""No hace falta ser anti-hombre para ser pro-mujer"".
Jane Galvin Lewis
#Fuedicho #8deMarzo #DiadelaMujer https://t.co/mWPvRheEaN",fuedicho,803367,12,574,2050,16,106360.0,es
"['Fuedicho', '8demarzo', 'DiaDeLaMujer']",2023-03-08 07:00:41+00:00,"“Puede que sea el gallo el que canta, pero es la gallina la que pone los huevos”. 
Margaret Thatcher
#Fuedicho #8demarzo #DiaDeLaMujer https://t.co/Q5snSx1pdb",fuedicho,803366,47,998,4652,56,236864.0,es
"['Fuedicho', '8deMarzo', 'DiadelaMujer']",2023-03-08 06:00:39+00:00,"“Con cólera nada conviene más que el silencio”.
Safo de Lesbos
#Fuedicho #8deMarzo #DiadelaMujer https://t.co/ZJtvbgCNUd",fuedicho,803365,2,108,428,0,22351.0,es
"['Fuedicho', '8deMarzo', 'DiadelaMujer']",2023-03-08 05:00:23+00:00,"""El opresor no sería tan fuerte si no tuviese cómplices entre los propios oprimidos"".
Simone de Beauvoir
#Fuedicho #8deMarzo #DiadelaMujer https://t.co/j2Kqj6rjgD",fuedicho,803365,19,911,3042,38,120267.0,es
"['Fuedicho', '8DeMarzo', 'DiadelaMujer']",2023-03-08 04:00:33+00:00,"""Las mujeres que han cambiado el mundo no han necesitado nunca mostrar otra cosa que su inteligencia"".
Rita Levi-Moltancini 
#Fuedicho 
#8DeMarzo #DiadelaMujer https://t.co/sPDNBpAz47",fuedicho,803365,99,5150,18403,231,1016662.0,es
"['8deMarzo', 'DiadelaMujer', 'Fuedicho']",2023-03-08 03:00:25+00:00,"""Cuando quedas atrapado en la destrucción, debes abrir una puerta a la creación"".
Anaïs Nin
#8deMarzo #DiadelaMujer
#Fuedicho https://t.co/5nKbZPFSXJ",fuedicho,803366,0,93,339,4,23721.0,es
"['Fuedicho', '8deMarzo', 'DiadelaMujer']",2023-03-08 02:00:42+00:00,"""Hasta el saber cansa, cuando es el saber por oficio"".
Sor Juana Inés de la Cruz
#Fuedicho
#8deMarzo #DiadelaMujer https://t.co/bP8dX5adIO",fuedicho,803366,2,74,357,0,22680.0,es
"['Fuedicho', '8deMarzo', 'DiadelaMujer']",2023-03-08 00:01:29+00:00,"""He tenido un instante de inmensa paz. Quizá esto sea la felicidad"".
Virginia Woolf
#Fuedicho
#8deMarzo #DiadelaMujer https://t.co/27HI3oVk1r",fuedicho,803366,1,145,672,3,32332.0,es
"['Fuedicho', '8deMarzo', 'Diadelamujer']",2023-03-07 23:00:49+00:00,"""La libertad se aprende ejerciéndola"".
Clara Campoamor
#Fuedicho
#8deMarzo #Diadelamujer https://t.co/nNbzaEx7Ur",fuedicho,803366,3,181,620,7,33987.0,es
['8M2023'],2023-03-08 12:39:23+00:00,"El 8 de marzo de 1908 prendieron fuego a 129 mujeres en una fabrica por protestar por sus derechos. 
Hoy no se festeja, se recuerda. Por ellas, por nosotras y por las que vienen #8M2023 💜 https://t.co/1bWVKGGYeO",witchval91,6959,3,7005,19143,130,623785.0,es
"['8M', 'DiaInternacionalDeLaMujer']",2023-03-07 21:01:09+00:00,"Mujeres afganas protestan a las puertas de la Universidad, donde no les permiten estudiar. 
El mundo sigue lleno de puertas cerradas para nosotras, barreras de ascenso  y techos de cristal. 
Amigas…el camino es largo. 
💜🙌
#8M #DiaInternacionalDeLaMujer 
https://t.co/kwCJW5PfJb",almuariza,173729,89,3872,9481,135,353264.0,es
"['8M2023', 'DiaInternacionalDeLaMujer']",2023-03-09 03:28:33+00:00,"La botaron de su marcha por estar casada. 
Les aseguro qué en el fondo las feministas se morían de envidia porque ellas no tienen quien las ame y las proteja. 

Chicas, no sean feministas! #8M2023 #DiaInternacionalDeLaMujer https://t.co/V6ReCrPutL",RoxanaDuchen,42114,218,623,1928,170,184733.0,es
"['URGENTE', '8M2023']",2023-03-08 23:01:57+00:00,"#URGENTE || Vamos en la marcha #8M2023 de manera PACÍFICA y la respuesta de la Señora @ClaudiaLopez en lugar de apoyar los derechos de las mujeres, lo que hace es mandarnos el ESMAD. Esta es la Bogotá cuidadora @Bogota https://t.co/H4klcewI8v",SandraComunes,51705,742,109,183,71,52986.0,es
"['8M2023', 'NiUnaMas', 'EmergenciaNacionalPorViolenciasMachistas']",2023-03-08 22:21:42+00:00,"Ya estamos en la movilización del #8M2023. Acompañamos las luchas feministas y a todas las mujeres. Hoy conmemoramos un año más de resistencia y de luchas por nuestros derechos. 

¡Basta ya de tanta violencia de género! 
#NiUnaMas #EmergenciaNacionalPorViolenciasMachistas https://t.co/mUEUZDHBqa",SandraComunes,51705,157,19,57,13,10287.0,es
"['DiaDeLaMujer', 'NiUnaMas', 'EmergenciaNacionalPorViolenciasMachistas']",2023-03-08 13:04:14+00:00,"En el #DiaDeLaMujer trabajadora, enviamos nuestro mensaje sororo a todas las mujeres valientes. Recordemos que somos históricas, que la lucha por nuestros derechos continúa ante un sistema machista y patriarcal. 💜✊🏻

#NiUnaMas! #EmergenciaNacionalPorViolenciasMachistas https://t.co/LRYTlbB1wp",SandraComunes,51728,12,12,29,1,1577.0,es
['8DeMarzo'],2023-03-08 15:18:18+00:00,"#8DeMarzo ¡Día de las mujeres trabajadoras!

""Por un mundo donde seamos socialmente iguales, humanamente diferentes y totalmente libres"" Rosa Luxenburgo. https://t.co/nuV7fTczBH",SandraComunes,51731,89,19,54,8,6469.0,es
"['Edoméx', '8DeMarzo', 'DiaInternacionalDeLaMujer']",2023-03-09 02:01:33+00:00,"✨En el #Edoméx el compromiso con las mujeres se refleja en acciones. 

#8DeMarzo #DiaInternacionalDeLaMujer https://t.co/mH4femBaeT",SeMujeresEdomex,18361,0,9,18,1,749.0,es
"['8DeMarzo', 'DiaInternacionalDeLaMujer']",2023-03-09 01:00:00+00:00,"¡La lucha por la igualdad empieza en los rincones más privados del hogar!

Una manera de sumarse a este #8DeMarzo, es redistribuyendo de forma equitativa las labores de cuidado y extendiéndola a los otros 364 días. 
#DiaInternacionalDeLaMujer https://t.co/S0gxFX3yFn",SeMujeresEdomex,18361,0,11,23,0,696.0,es
"['8DeMarzo', 'DíaInternacionalDeLaMujer']",2023-03-09 00:00:01+00:00,"""Cuando las mujeres de todos los continentes... se unen en este día, pueden contemplar una tradición de no menos de noventa años de lucha en pro de la igualdad, la justicia, la paz y el desarrollo"".
- @ONUMujeresMX 
#8DeMarzo #DíaInternacionalDeLaMujer https://t.co/4pR5oilbiJ",SeMujeresEdomex,18361,0,7,21,0,431.0,es
"['8DeMarzo', 'DiaInternacionalDeLaMujer']",2023-03-08 22:00:00+00:00,"El origen del #8DeMarzo son las protestas de las mujeres por sus derechos. 
Hoy no se festeja; se conmemora, recuerda y reconoce a las que dieron su vida para que las mujeres hoy sigan luchando para tener voz propia. 
#DiaInternacionalDeLaMujer https://t.co/xE0ixQ4ekZ",SeMujeresEdomex,18361,2,31,48,2,1405.0,es
"['8DeMarzo', 'DiaInternacionalDeLaMujer']",2023-03-08 21:00:00+00:00,"Una forma de conmemorar este #8DeMarzo es impulsando la igualdad desde nuestro espacios. 
¡Súmate!
#DiaInternacionalDeLaMujer https://t.co/ZkoxThV7gv",SeMujeresEdomex,18361,0,4,14,0,421.0,es
"['Edoméx', '8DeMarzo', 'DiaInternacionalDeLaMujer']",2023-03-08 18:52:29+00:00,"¡En el #Edoméx estamos comprometidos con las mujeres!
#8DeMarzo #DiaInternacionalDeLaMujer",SeMujeresEdomex,18361,0,15,25,1,661.0,es
"['DíaInternacionalDeLaMujer', 'LaPaz']",2023-03-08 16:49:52+00:00,"🟣 En el #DíaInternacionalDeLaMujer el Gobernador @alfredodelmazo realiza la entrega de la Construcción de Ciudad Mujeres #LaPaz, refrendando su compromiso con la protección de los derechos de las mujeres mexiquenses.",SeMujeresEdomex,18361,0,16,25,0,678.0,es
"['8DeMarzo', 'DíaInternacionalDeLaMujer']",2023-03-08 16:00:26+00:00,"💜🇲🇽| Conocer la historia mexicana en búsqueda de derechos, es dar voz a las pioneras que lucharon por la igualdad de género. 

#8DeMarzo #DíaInternacionalDeLaMujer https://t.co/DhRVFaEGJK",SeMujeresEdomex,18361,0,31,66,2,2303.0,es
"['8DeMarzo', 'DíaInternacionalDeLaMujer']",2023-03-08 15:15:33+00:00,"El #8DeMarzo no es un día para felicitar a las mujeres, es un día para recordar a las que lucharon por sus derechos, a las que ya no están y reconocer a las que luchan ahora. 

#DíaInternacionalDeLaMujer https://t.co/NSrWccyiy1",SeMujeresEdomex,18361,1,52,96,6,3065.0,es
"['8M2023', 'SeMujeresEdoméx', 'DíaInternacionalDeLaMujer']",2023-03-08 13:00:02+00:00,"Este #8M2023, desde la #SeMujeresEdoméx nos unimos al llamado para construir un mundo digital más seguro, inclusivo y equitativo, hasta cerrar la brecha digital de género y crear un futuro mejor para las niñas, adolescentes y mujeres.  
#DíaInternacionalDeLaMujer https://t.co/DPE15tYo60",SeMujeresEdomex,18362,1,38,66,5,3935.0,es
"['8DeMarzo', 'CiudadMujeres', 'LaPaz', 'DDHH', 'SeMujeresEdoméx']",2023-03-08 20:00:02+00:00,"¡En el @Edoméx los derechos de las mujeres van al centro!
Este #8DeMarzo se inauguró #CiudadMujeres #LaPaz, un espacio que facilitará el acceso a servicios en materia preventiva, de seguridad y de justicia, con perspectiva de género y #DDHH.
#SeMujeresEdoméx https://t.co/J5n0LL9Czp",SeMujeresEdomex,18375,5,96,135,8,5720.0,es
['8DeMarzo'],2023-03-08 17:13:26+00:00,"Proteger los derechos de las mujeres es clave para construir un mundo más justo e igualitario; por ello, el Gobernador @alfredodelmazo refrenda su compromiso a través de la suma de esfuerzos y espacios para que todas puedan desarrollarse en igualdad de oportunidades. #8DeMarzo https://t.co/fGy14nrGEW",SeMujeresEdomex,18375,6850,16411,23828,8805,268000.0,es
['8DeMarzo'],2023-03-08 17:55:11+00:00,"Queridas tuiteras.🥳

¡Las mujeres somos todo corazón!♥️ 

¡FELIZ DÍA DE LA MUJER! 🎉🎈 

#8DeMarzo https://t.co/33Jx9seJkR",_ryo_hermoso,67594,11,20,117,1,4233.0,es
"['8DeMarzo', 'MiApoyoALaMinistraNormaPiña']",2023-03-09 22:18:09+00:00,"Mi apoyo total y absoluto para la presidenta de la @SCJN Norma Piña. 🥳

La tocan a ella y nos tocan a todas.

Si algo le pasara sabríamos de donde viene.☝️

#8DeMarzo 
#MiApoyoALaMinistraNormaPiña https://t.co/gpAGnVRzbV",_ryo_hermoso,67599,58,630,1698,15,22695.0,es
['8DeMarzo'],2023-03-09 18:22:50+00:00,"Así trata López con gas lacrimógeno a las mujeres a quienes debería proteger. 🤬

@kenialopezr 

#8DeMarzo 👇",_ryo_hermoso,67599,7,52,120,0,3478.0,es
"['NiUnaMas', '8DeMarzo']",2023-03-09 17:23:54+00:00,"¡¡SIMPLEMENTE IMPRESIONANTE!!🥳

#NiUnaMas 
#8DeMarzo 

La fuerza de las mujeres pidiendo una demanda legítima : PROTECCIÓN Y JUSTICIA ! 👇 https://t.co/QpPRjmY2bH",_ryo_hermoso,67599,13,118,356,2,7804.0,es
['8DeMarzo'],2023-03-09 17:18:35+00:00,"LÓPEZ MÁS SOLO QUE NUNCA!🥳

Primero imagen, en medio del palacio con mínima afluencia se reúne con mujeres incondicionales.

Segunda imagen, las mujeres del pueblo que ya no lo quiere, y que inconforme le reclama por sus desaparecidas. 💜

#8DeMarzo https://t.co/9FSi8oSduN",_ryo_hermoso,67599,109,1512,3406,29,60619.0,es
['8DeMarzo'],2023-03-09 06:04:34+00:00,"Ministra Presidente de la @SCJN Norma Piña.

¡¡GRACIAS !!💐

POR DEVOLVERNOS LA CONFIANZA EN EL PODER JUDICIAL! 👏👏

Por esa sencillez de salir a convivir con las mujeres hoy #8DeMarzo ese gesto nos dice tanto, nos sentimos tan apoyadas. 

Me emocionó mucho ver este video ! https://t.co/EBjJR3TnAx",_ryo_hermoso,67599,21,163,660,3,10415.0,es
"['8DeMarzo', 'NormaPiña']",2023-03-09 05:19:02+00:00,"LA @SCJN ES AUTÓNOMA, UNA MUJER LA PRESIDE!! 🥳

Que hermosa mujer es Norma Piña !💐👏👏👏

Definitivamente YA SE GANÓ MI CORAZÓN!! ♥️ 

Que linda conviviendo con las mujeres de la marcha !!👏

#8DeMarzo 
#NormaPiña https://t.co/jXU31wzz7N",_ryo_hermoso,67599,212,1480,4461,51,70356.0,es
['8DeMarzo'],2023-03-09 04:12:48+00:00,"¡¡OH MY GOD !! 🙈

¡OVIDIO NO ES OVIDIO !🥳

#8DeMarzo 

Pero Estados Unidos está pidiendo la extradición de Ovidio Guzmán! 😅 https://t.co/7cnN8F9oIE",_ryo_hermoso,67599,24,129,359,0,27061.0,es
['8DeMarzo'],2023-03-09 03:22:20+00:00,"López no seas así🙈

#8DeMarzo 

No la trates como si fuera una mask otita. 🥳 https://t.co/JM2ehpqR7V",_ryo_hermoso,67599,75,110,355,5,9917.0,es
['8DeMarzo'],2023-03-09 03:05:20+00:00,"JAJAJAJAJA JAJAJAJAJA ASÍ HAY QUE TRAER AL VIEJILLO KKS. 🥳

#8DeMarzo 

A puro golpe de marchas pa que se eduque. 😝🤣🤣🤣👇🤣🤣🤣🤣🤣 https://t.co/DduK2mfNgo",_ryo_hermoso,67599,46,397,1152,17,22530.0,es
['8DeMarzo'],2023-03-09 01:53:03+00:00,"Que chulada de Presidenta tenemos en la @SCJN ! 👏

Gracias por tan bello mensaje, por su apoyo ! 

Como no quererla y apoyarla siendo tan solidaria con las mujeres. 💓

Me pongo de pie, SEÑORONA !👏👏

En cambio López nos pone vallas. 🙄

#8DeMarzo https://t.co/V6kRFcvHyh",_ryo_hermoso,67600,160,1744,5341,32,63723.0,es
"['8DeMarzo', 'Cobarde']",2023-03-08 21:57:21+00:00,"Ay carajo cuantos filtros de protección! 😲

De ese tamaño debe ser el miedo de López a las mujeres.🥳

#8DeMarzo 

Preguntóme yo, será misógino o solo #Cobarde o las dos cosas ? 🤔

Ustedes que piensan ? 👇🙋‍♀️ https://t.co/98ZcMCS0Kx",_ryo_hermoso,67601,789,1299,3894,103,145082.0,es
['8DeMarzo'],2023-03-08 18:27:22+00:00,"López dice que las mujeres quieren quemar el palacio y las obras de arte!🙈

“MAGINENSE”🤪

#8DeMarzo 

De plano este cuate es un reverendo hijo de la guayaba, además de miedoso.🙄👇 https://t.co/7FzkKnmidt",_ryo_hermoso,67600,332,465,1594,43,52772.0,es
['DiaInternacionalDeLaMujer'],2023-03-08 14:15:29+00:00,"Hoy es tu día y los 364 restantes también.
#DiaInternacionalDeLaMujer https://t.co/wTpZ9ZfKnI",Motivos14185270,88216,36,833,1764,140,60721.0,es
['DiaInternacionalDeLaMujer'],2023-03-08 14:10:38+00:00,"Tú eres la protagonista de tu propia vida, celebra cada logro conseguido y cada reto vendrá!
#DiaInternacionalDeLaMujer https://t.co/ylkYiH2rhk",Motivos14185270,88216,14,300,817,38,36817.0,es
